barasat,keshtopur,rajarhat,narendrapur,new town,joka,tangra,sonarpur,madhyamgram,dum dum,tollygunge,ultadanga,new alipore,mukundapur,behala,sodepur,konnagar,uttarpara kotrung,baguiati,hooghly chinsurah,hussainpur,garia,south dum dum,santoshpur,gariahat,lake gardens,kalighat,belghoria,tagore park,ballygunge,kasba,tiljala,barrackpore,lake town,bhawanipur,alipore,elgin,haltu,salt lake city,kaikhali,chinar park,baranagar,chandannagar,topsia,netaji nagar,maniktala,nayabad,jadavpur,kankurgachi,bansdroni,jodhpur park,howrah,khardah,dhakuria,patuli,kalikapur,budge budge,birati,maheshtala,north dumdum,bramhapur,kamalgazi,rajpur,prince anwar shah connector,e m bypass,naktala,mankundu,picnic garden,jessore road,international airport,durgapur,biren roy road
22.7176238,22.59781745,22.6212802,23.1125755,55.9554575,48.145206,42.740893650000004,22.4441922,22.6947916,1.0433013,22.5002426,22.5961275,22.5105326,19.6087279,43.4593631,22.6980373,22.69972,22.6675463,22.6102177,22.9052114,31.1494028,37.2188437,1.0433013,22.5240566,22.5194835,22.5080547,22.5153313,22.6534844,31.5730788,22.5204877,25.8779519,22.5419637,22.7641623,22.6057276,25.61627915,22.5391712,42.03726,22.510785,40.7596198,23.3171746,34.401615050000004,22.6344774,22.861472,22.5333783,28.5735343,22.5880896,24.8579202,22.4951079,22.578972450000002,22.47344325,22.5056055,22.5736296,22.72562625,22.5094085,23.5382741,23.3090103,22.4827548,22.6632119,22.508621,22.6474604,26.712877,22.4467033,21.2379469,22.5021353,52.38236685,22.4738701,22.847312,22.982326450000002,22.6243818,-33.9349983,23.5350475,50.9634761
88.4889529,88.42700251298025,88.48552309164045,89.2882918,-3.1989995,17.5068773,23.23894564384106,88.43267630626022,88.4530178,127.6556777,88.3490494,88.3852833,88.3354264,84.6749682,25.7365619,88.3803135,88.3519784,88.3437177,88.427972,88.3760639,75.4630709,10.034980635049726,127.6556777,88.2710655,88.3650649,88.3533289,88.3477052,88.3795563,74.3332892,88.3721746,87.54692722176809,88.3728023,88.3776088,88.4029611,87.19677208072864,88.3272782,-88.2810994,88.381874,-111.8867975,88.66233824540024,74.27865262526629,88.37263585267618,88.3706071,88.3856113,77.1863593,88.3852834,66.9874707,88.3749813,88.39151741636809,88.36089399090643,88.363674,88.3251045,88.37349745167177,88.371185,88.2496668,91.2736732,88.1817594,88.4271269,88.2532182,88.381301,87.264719,88.3902981,81.6336833,88.3876812,-1.4926790499999973,88.3619683,88.3471304,88.42317999723375,88.4168578,151.1658899,87.3380425,2.4098176
