5th phase,abbigere,adugodi,anekal city,anjanapura,attibele,banashankari,banaswadi,begur,bellandur,beml layout 5th stage,bilekahalli,bommanahalli,bommasandra,brookefield,btm layout,budigere cross,carmelaram,chandapura,chandapura anekal road,chikkalasandra,cv raman nagar,devanahalli,doddanekundi,electronic city phase 1,electronic city phase 2,electronics city,gottigere,harlur,hbr layout,hebbal,hennur,hennur road,horamavu,hosa road,hulimavu,itpl,jakkur,jalahalli,jayanagar,jigani,jp nagar phase 1,jp nagar phase 3,jp nagar phase 4,jp nagar phase 5,jp nagar phase 7,jp nagar phase 8,jp nagar phase 9,junnasandra,kadugodi,kalyan nagar,kammanahalli,kannamangala,kasavanahalli,kengeri,kodigehalli,kogilu,konanakunte,koppa begur road,koramangala,krishnarajapura,kudlu,kumaraswamy layout,lingarajapuram,marathahalli,marsur,muneshwara nagar,nagarbhavi,narayanaghatta,nayandahalli,near peenya industrial area,nelamangala,poorna pragna layout,raja rajeshwari nagar 5th stage,rajajinagar,rajarajeshwari nagar,ramamurthy nagar,richmond town,rr nagar,sahakar nagar,sarjapur,sarjapur road,singasandra,subramanyapura,talaghattapura,thanisandra,thanisandra main road,uttarahalli,uttarahalli main road,varthur,whitefield hope farm junction,yelahanka,yeshwantpur
13.1051471,13.0742739,12.9428472,12.799122,12.6847039,12.7782588,15.8876779,13.0141618,41.9541918,12.93577245,12.9066721,12.8995934,12.9089453,12.8162443,33.5935063,12.9151772,13.0464102,12.9111998,17.4436387,12.8004439,12.9121916,17.2510682,13.2483502,12.9713194,12.8496783,12.8468545,52.3601871,12.8565317,12.8920326,13.0358698,13.0382184,13.0258087,13.0258087,13.0273312,12.8710471,12.8773486,12.9845687,13.0784743,13.6285774,27.64392675,12.7852528,12.2655944,12.2655944,23.27223415,12.2655944,12.2655944,15.3472574,12.2655944,12.9053261,12.9985767,13.0221416,13.0093455,13.027721,13.9553666,12.9176571,13.3352382,13.104198,12.8792861,12.864338,13.2923988,12.0325216,12.8889126,12.9081487,13.0117678,12.9552572,12.772006,13.014081149999999,12.9546741,12.8364852,12.9413253,13.019567,13.0953024,12.9089902,17.3347866,12.9882338,12.9274413,13.0120218,12.9626925,27.4216563,18.4900796,12.9116225,12.9244803,12.6477419,12.9149767,12.8674138,13.054713,13.086232,12.9055682,12.9055682,12.9406152,12.9839736,13.1006982,13.02383
77.5714776,77.5288653,77.6104155,77.68060437921743,77.2711718,77.7712834,75.7046777,77.6518539,3.2088349,77.66676103753434,77.5215371,77.610317336124,77.6239038,77.6916113,-79.0345627,77.6102821,77.750307,77.7065133,77.433391,77.7062826,77.5476337,80.1651978,77.7134377,77.6964768,77.6649749,77.6769267,4.9404919,77.5877237,77.6550376733177,77.6323597,77.5919,77.6305067,77.6305067,77.6601508,77.6605026,77.6028031,77.73766474151809,77.6068938,77.4642026,83.05280519687284,77.6380931,76.6465404,76.6465404,77.40737963061196,76.6465404,76.6465404,75.1066656,76.6465404,77.6844603,77.7609716,77.6403368,77.6377094,77.7702625,76.6976234,77.4837568,77.6378555,77.6170849,77.5697529,77.6173747,77.7519261,76.8056333,77.6555716,77.5553179,77.6278288,77.6984163,77.714333,77.61147441571453,77.5121724,77.7260023,77.5212118,77.50958888613079,77.3963586,77.53274961607151,78.6008776,77.554883,77.5155224,77.6777817,77.6041603,77.100411,73.8475301,77.6388622,77.6502737,77.3625356,77.5609318,77.5356585,77.6339258,77.635001,77.5455438,77.5455438,77.7469937,77.7520439,77.5963454,77.5529215
