airoli,ambernath east,ambernath west,andheri,andheri east,andheri west,badlapur east,bandra east,bandra west,belapur,bhandup west,bhayandar east,bhiwandi,boisar,borivali east,borivali west,chembur,chembur east,dahisar,dahisar east,dahisar west,dattapada,dombivali,dombivali east,dombivli (west),dronagiri,ghansoli,ghatkopar,ghatkopar west,goregaon,goregaon east,goregaon west,jogeshwari west,juhu,kalwa,kalyan east,kalyan west,kamothe,kandivali east,kandivali west,kanjurmarg,karjat,khar west,kharghar,kolshet road,koproli,kurla,kurla west,lower parel,magathane,majiwada,malad east,malad west,matunga east,mira road and beyond,mira road east,mulund,mulund east,mulund west,mumbai,naigaon east,nalasopara east,nalasopara west,nerul,palghar,panvel,parel,powai,sanpada,santacruz east,santacruz west,seawoods,sector 17 ulwe,sector 19 kharghar,sector 20 kharghar,sector-3 ulwe,sion,taloja,thakur village,thane,thane west,titwala,ulwe,vasai,vasai east,vasai west,vasant vihar,vashi,ville parle east,virar,virar east,virar west,wadala,wadala east wadala,worli
29.6562461,19.1989795,19.1989795,19.1196976,19.1158835,19.1172495,25.895924450000003,19.0616565,19.0583358,29.36316025,19.1462636,19.3102682,19.362530800000002,19.7984865,19.2267228,19.2294561,19.0626319,19.0460658,19.2494501,19.2486925,19.2483914,19.2207158,19.196968599999998,19.196968599999998,19.2221822,18.8584694,19.1193307,19.0859539,19.0897194,19.1648029,19.1692623,19.1633281,19.136394,19.1070215,53.56875905,19.2716301,19.2716301,19.0164338,19.2103809,19.2083801,19.1296868,18.9617775,-33.5602778,19.0525298,19.2183501,18.8650083,41.7238743,19.0686026,18.9963318,19.2169792,19.2130251,19.1860219,19.1840129,19.0261579,32.9144984,19.2816975,19.1722904,19.1704719,19.1719717,19.0759899,20.787829,19.41744235,19.41744235,19.033611800000003,19.68086385,18.96558885,19.0094817,19.1187195,19.0607337,1.27757385,1.27757385,19.0221923,18.9710996,19.0525298,19.0525298,18.9710996,43.73903,19.0614859,19.2097189,19.1943294,19.1914604,19.2963414,18.9710996,19.439884550000002,19.439884550000002,19.439884550000002,28.56069055,19.075784,47.0636772,19.4553059,19.4579689,19.4533576,19.0269192,19.014352350000003,19.0116962
79.4321823,73.19611234000438,73.19611234000438,72.8464205,72.854202,72.833968,82.43771622957613,72.8498111,72.8302669,80.72343628048871,72.9339461,72.8530973,73.07847467842203,72.761452,72.8619328,72.8479905,72.9011399,72.8954733,72.8596206,72.8640593,72.8525146,72.8528228,73.07473537432196,73.07473537432196,73.0809274,72.9351104,72.9995096,72.9082381,72.9045972,72.8500454,72.8552548,72.8411995,72.8373817,72.8275275,20.082468711656475,73.23586552517415,73.23586552517415,73.0806552,72.8640837,72.842227,72.9283701,73.37750396869731,19.38,73.0735111,72.978375,73.006935,86.173541,72.876583,72.8308603,72.8668905,72.9784852,72.8563181,72.8412155,72.8520846,-117.1476656,72.8560676,72.9564695,72.9610447,72.9511956,72.8773928,79.589794,72.81759745672312,72.81759745672312,73.01813957492513,72.82537342511341,73.10288130582491,72.8376614,72.9073476,73.0116775,-77.72891340825922,-77.72891340825922,73.01873756602905,73.0217484,73.0735111,73.0735111,73.0217484,0.00822,73.1161392,72.8759248,72.9701779,72.9775643,73.2032791,73.0217484,72.8803834000775,72.8803834000775,72.8803834000775,77.16079073168567,72.9952364,3.9334179,72.811816,72.8142138,72.8057966,72.8759337,72.8522546767577,72.8180702
