alwal,aminpur,appa junction,attapur,bachupally,bachupally road,balanagar,bandlaguda jagir,banjara hills,beeramguda,begumpet,chandanagar,east marredpally,gachibowli,gajularamaram,hitech city,jubilee hills,kachiguda,kokapet,kollur road,kompally,kondapur,kukatpally,lb nagar,madhapur,madinaguda,malkajgiri,mallampet,mallapur,manikonda,miyapur,nacharam,nagole,nallagandla gachibowli,nallakunta,nanakramguda,narsingi,nizampet,patancheru,pragathi nagar kukatpally,puppalaguda,sanath nagar,serilingampally,shaikpet,tarnaka,tellapur,west marredpally
17.5022292,31.4197963,6.4318831,17.3847673,17.5410548,17.5284576,16.9496097,17.3506317,17.4177464,17.5163573,17.4440199,17.4872976,17.4469418,17.4436222,17.5271759,17.451523,17.4308362,17.39004015,17.3948624,65.4473765,18.0823869,17.6788421,17.4930841,17.3501617,17.4408578,17.4917948,17.4483438,18.86375625,17.4405369,16.449897,17.4981608,17.8231821,17.3775306,17.4774828,17.3975005,17.4258278,18.0191012,17.515397,17.5286092,17.50679,17.39999505,17.4522594,17.46565735,17.4057955,17.4285479,17.4503402,17.45121
78.5088584,73.077714,2.820229,77.9793799,78.3635484,78.3547825,78.1835173,78.3907531,78.4399014,78.3010473,78.4624821,78.3322142,78.5107535,78.3519638,78.4200077,78.3825785,78.4102882,78.49462050784989,78.3365214,-15.5200982,78.003997,79.6808767,78.4054408,78.5510938,78.3916289,78.342306,78.5289727,79.92312253340447,78.5788551,80.8334595,78.3567628,78.5361528,78.5601231,78.3060359,78.50557,78.3405519,78.0692712,78.3817156,78.2674254,78.3961144,78.3861689281263,78.4446705,78.34067239565113,78.4006536,78.5379433,78.3008922,78.5020964
