adambakkam,adyar,alwarpet,ambattur,anna nagar,avadi,ayanambakkam,ayapakkam,choolaimedu,chromepet,east tambaram,egmore,guduvancheri,guindy,karapakkam,kattupakkam,kelambakkam,kilpauk,kolapakkam,kolathur,korattur,kotturpuram,kovilambakkam,kovur,koyambedu,kundrathur,madambakkam,madhavaram,madipakkam,maduravoyal,manapakkam,manikandan nagar,maraimalai nagar,medavakkam,mevalurkuppam,mogappair,mugalivakkam,nanmangalam,navallur,nungambakkam,padur,pallavaram,pallikaranai,pammal,perambur,perumbakkam,perungalathur,perungudi,poonamallee,porur,pozhichalur,raja annamalai puram,rajakilpakkam,saidapet,selaiyur,sembakkam,sholinganallur,singaperumal koil,sithalapakkam,sunnambu kolathur s kolathur,t nagar,tambaram west,thalambur,thiruvanmiyur,thiruverkadu,thoraipakkam,thoraipakkam omr,tiruvottiyur,ullagaram,vadapalani,valasaravakkam,vandalur,velachery,vengaivasal,virugambakkam,west tambaram
12.9822215,13.00645,13.0338602,13.1128863,13.0872004,13.1254758,13.0748878,13.1032642,13.0623344,12.9521897,12.9265148,13.0728321,12.8439952,13.0087095,12.9117073,13.0400552,12.7871437,13.0832149,13.0097074,13.1241127,13.1115392,13.0193703,12.9395276,14.5196139,13.0720236,12.9957704,12.9057186,13.1429313,12.9611348,13.0601732,13.0147531,12.906662149999999,12.7959601,12.9229928,13.0280202,13.0835142,13.0205798,12.9382161,11.728208850000001,13.0620626,12.7092556,12.989815700000001,12.9304748,12.9737938,13.1121242,12.2202453,12.9145454,12.9710239,13.0768552,13.0320131,12.9905297,13.0244783,12.9145851,13.020817,12.9187445,12.7023624,12.9174426,12.7612035,12.8917047,12.9485037,13.0294483,12.9299028,12.8353744,12.9858948,13.0727699,12.9250033,12.9250033,13.1563873,12.9765868,13.0509304,13.0410164,12.8916061,12.980165450000001,12.9000243,13.0475434,12.9299028
80.209121,80.2577791,80.2545491,80.15986241084877,80.2164421,80.09409,80.1549921,80.132508,80.2254012,80.1411677,80.1314526,80.2576906,80.0608336,80.2203646,80.2277203,80.1243027,80.219987,80.2379864,80.1528994,80.2046276,80.1842767,80.2435512,80.1826297,79.98609721048601,80.1980375,80.0973114,80.1543859,80.2325166,80.2001292,80.1665988,80.1744935,80.15232025,80.0271275,80.1882897,80.007207,80.1840779,80.1685163,80.1782483,75.57197828274799,80.240487,79.823184,80.10098654184341,80.2077692,80.1408,80.245022,78.9945343,80.0879549,80.2418051,80.05106225488868,80.158304,80.1440498,80.253937,80.1579056,80.2239536,80.1311172,80.1298612,80.21649018230858,80.0040713,80.1851133,80.1989335,80.2309064,80.1118231,80.2222088,80.2644215,80.1204591,80.228667,80.228667,80.3005279,80.1967196,80.2120661,80.1721682,80.084974,80.22285056225584,80.1715639,80.1922181,80.1118231
