alaknanda,badarpur,bharat vihar,bindapur,burari,chattarpur,chittaranjan park,delhi,delhi meerut expressway,dwarka mor,dwarka more,govindpuri,greater kailash,hari nagar,jamia nagar,jasola,jasola vihar sector 8 road,kalkaji,kamla nagar,mahavir enclave,mansa ram park,mayur vihar,mayur vihar ii,model town,mundka,munirka,nawada,new ashok nagar,noida,noida road,okhla,om nagar,om vihar,palam,paschim vihar,pitampura,preet vihar,punjabi bagh,rohini sector 24,rohini sector 9,roop nagar,sainik farms,saket,sarita vihar,sector 10 dwarka,sector 11 dwarka,sector 12 dwarka,sector 13 dwarka,sector 13 rohini,sector 17 dwarka,sector 18a dwarka,sector 19 dwarka,sector 2 dwarka,sector 22 dwarka,sector 22 rohini,sector 23 dwarka,sector 23 rohini,sector 24 rohini,sector 3 dwarka,sector 4 dwarka,sector 5 dwarka,sector 6 dwarka,sector 7 dwarka,sector 9 dwarka,sector-18 dwarka,shahdara,shanti park dwarka,shastri nagar,uttam nagar,vasant kunj,vikas puri,west end,west punjabi bagh
30.2965383,24.819964499999998,28.6085248,28.61455165,11.469906,28.4971399,28.5387523,28.6517178,28.8009095,28.61931,28.615218849999998,26.4536771,28.5591566,28.6296489,34.0314309,28.5422327,28.5403159,28.5370703,28.680344249999997,28.5981655,23.42272,23.263183400000003,28.6185287,28.7027136,28.6824341,28.554886,24.818123999999997,28.5890885,28.5356329,28.5356329,28.5636616,28.4500334,28.6194334,18.980182550000002,28.6695782,28.6995123,28.6414409,28.668945,28.728312000000003,28.7148859,28.6850029,28.5056751,28.5244107,28.5285737,28.5843113,28.58955135,28.5956058,28.6058267,28.7224501,28.592318499999998,28.5771915,28.5757718,28.5986338,28.5579591,28.718749449999997,28.5619923,28.72122875,28.728312000000003,28.60768035,28.6017004,28.59740795,28.5925436,28.5874118,28.5790689,28.587092900000002,28.6733333,28.59195,28.6700885,28.6190739,28.5292495,28.966740899999998,50.5496565,28.668945
79.1567896,92.49167641087158,77.0286097,77.06834342125975,13.757859,77.1812506,77.2492493451557,77.2219388,77.6202708,77.0332792,77.02926374885408,80.312879,77.2460179,77.1119344,74.821375,77.29438559976452,77.2968071,77.2618051,77.20212920033055,77.07768189976744,72.65368,77.42759565096256,77.3026578,77.1939912,77.0305741,77.1710841,85.5185562336921,77.3015085,77.3910727,77.3910727,77.2890546,77.0211592,77.05150978712581,76.95452309807402,77.095956,77.1301047,77.2952594,77.1324614,77.08789004959439,77.12358281294891,77.2001231,77.2170344,77.2137253,77.2883311,77.05769328545757,77.04999825784071,77.04303844386249,77.0363145,77.13217323821597,77.02861513501492,77.0442935,77.04871203974312,77.0686619,77.0580701,77.06094624515045,77.0491008,77.08000848524587,77.08789004959439,77.04385776827434,77.0489717,77.05669444035006,77.06467187079608,77.0673052,77.06541856102075,77.03582770745707,77.2890248,77.0937567,77.1818589,77.0566861,77.1541335,77.70902595025518,-102.418496,77.1324614
